pupilId,date,count_complete,count_incomplete,customer_month,subscription_end_date
663825,2015-09-11,2.0,0.0,16,2015-10-04
663825,2015-09-14,4.0,0.0,16,2015-10-04
663825,2015-09-15,3.0,0.0,16,2015-10-04
663825,2015-09-23,5.0,0.0,16,2015-10-04
663825,2015-10-02,1.0,0.0,16,2015-10-04
663825,2015-10-06,3.0,0.0,17,2015-11-04
663825,2015-10-08,2.0,0.0,17,2015-11-04
663825,2015-10-12,5.0,0.0,17,2015-11-04
663825,2015-10-19,2.0,1.0,17,2015-11-04
663825,2015-10-20,3.0,1.0,17,2015-11-04
663825,2015-10-23,6.0,0.0,17,2015-11-04
663825,2015-10-26,8.0,0.0,17,2015-11-04
663825,2015-11-02,11.0,0.0,17,2015-11-04
663825,2015-11-05,2.0,0.0,18,2015-12-04
663825,2015-11-09,3.0,0.0,18,2015-12-04
663825,2015-11-13,4.0,0.0,18,2015-12-04
663825,2015-11-26,5.0,0.0,18,2015-12-04
663825,2015-11-30,4.0,3.0,18,2015-12-04
663825,2015-12-03,5.0,0.0,18,2015-12-04
663825,2015-12-04,2.0,0.0,19,2016-01-04
663825,2015-12-07,3.0,0.0,19,2016-01-04
663825,2015-12-08,2.0,0.0,19,2016-01-04
663825,2015-12-09,3.0,0.0,19,2016-01-04
663825,2015-12-21,1.0,0.0,19,2016-01-04
663825,2016-01-04,2.0,0.0,20,2016-02-04
663825,2016-01-05,2.0,1.0,20,2016-02-04
663825,2016-01-07,1.0,1.0,20,2016-02-04
663825,2016-01-08,2.0,1.0,20,2016-02-04
663825,2016-01-11,2.0,0.0,20,2016-02-04
663825,2016-01-12,2.0,1.0,20,2016-02-04
663825,2016-01-13,4.0,2.0,20,2016-02-04
663825,2016-01-14,3.0,1.0,20,2016-02-04
663825,2016-01-18,1.0,0.0,20,2016-02-04
663825,2016-01-19,1.0,0.0,20,2016-02-04
663825,2016-01-20,3.0,1.0,20,2016-02-04
663825,2016-01-21,8.0,5.0,20,2016-02-04
663825,2016-01-22,12.0,7.0,20,2016-02-04
663825,2016-01-25,1.0,0.0,20,2016-02-04
663825,2016-01-28,2.0,0.0,20,2016-02-04
